,Month,Rainfall,forecast
1970-01-01 00:00:00.000001080,1991-01-01,10.9,
1970-01-01 00:00:00.000001081,1991-02-01,4.4,
1970-01-01 00:00:00.000001082,1991-03-01,33.2,
1970-01-01 00:00:00.000001083,1991-04-01,97.0,
1970-01-01 00:00:00.000001084,1991-05-01,113.4,
1970-01-01 00:00:00.000001085,1991-06-01,1096.1,
1970-01-01 00:00:00.000001086,1991-07-01,905.5,
1970-01-01 00:00:00.000001087,1991-08-01,465.5,
1970-01-01 00:00:00.000001088,1991-09-01,48.5,
1970-01-01 00:00:00.000001089,1991-10-01,307.8,
1970-01-01 00:00:00.000001090,1991-11-01,99.9,
1970-01-01 00:00:00.000001091,1991-12-01,2.3,
1970-01-01 00:00:00.000001092,1992-01-01,2.4,
1970-01-01 00:00:00.000001093,1992-02-01,0.9,
1970-01-01 00:00:00.000001094,1992-03-01,0.1,
1970-01-01 00:00:00.000001095,1992-04-01,43.0,
1970-01-01 00:00:00.000001096,1992-05-01,218.4,
1970-01-01 00:00:00.000001097,1992-06-01,819.3,
1970-01-01 00:00:00.000001098,1992-07-01,767.8,
1970-01-01 00:00:00.000001099,1992-08-01,508.0,
1970-01-01 00:00:00.000001100,1992-09-01,297.5,
1970-01-01 00:00:00.000001101,1992-10-01,290.7,
1970-01-01 00:00:00.000001102,1992-11-01,287.6,
1970-01-01 00:00:00.000001103,1992-12-01,3.7,
1970-01-01 00:00:00.000001104,1993-01-01,0.0,
1970-01-01 00:00:00.000001105,1993-02-01,17.8,
1970-01-01 00:00:00.000001106,1993-03-01,20.1,
1970-01-01 00:00:00.000001107,1993-04-01,66.5,
1970-01-01 00:00:00.000001108,1993-05-01,159.0,
1970-01-01 00:00:00.000001109,1993-06-01,657.1,
1970-01-01 00:00:00.000001110,1993-07-01,776.1,
1970-01-01 00:00:00.000001111,1993-08-01,301.9,
1970-01-01 00:00:00.000001112,1993-09-01,88.0,
1970-01-01 00:00:00.000001113,1993-10-01,431.2,
1970-01-01 00:00:00.000001114,1993-11-01,153.8,
1970-01-01 00:00:00.000001115,1993-12-01,46.2,
1970-01-01 00:00:00.000001116,1994-01-01,24.3,
1970-01-01 00:00:00.000001117,1994-02-01,27.1,
1970-01-01 00:00:00.000001118,1994-03-01,18.1,
1970-01-01 00:00:00.000001119,1994-04-01,154.5,
1970-01-01 00:00:00.000001120,1994-05-01,141.3,
1970-01-01 00:00:00.000001121,1994-06-01,845.0,
1970-01-01 00:00:00.000001122,1994-07-01,955.5,
1970-01-01 00:00:00.000001123,1994-08-01,479.9,
1970-01-01 00:00:00.000001124,1994-09-01,212.6,
1970-01-01 00:00:00.000001125,1994-10-01,428.4,
1970-01-01 00:00:00.000001126,1994-11-01,117.6,
1970-01-01 00:00:00.000001127,1994-12-01,6.5,
1970-01-01 00:00:00.000001128,1995-01-01,10.3,
1970-01-01 00:00:00.000001129,1995-02-01,6.5,
1970-01-01 00:00:00.000001130,1995-03-01,37.3,
1970-01-01 00:00:00.000001131,1995-04-01,134.9,
1970-01-01 00:00:00.000001132,1995-05-01,355.6,
1970-01-01 00:00:00.000001133,1995-06-01,493.4,
1970-01-01 00:00:00.000001134,1995-07-01,702.5,
1970-01-01 00:00:00.000001135,1995-08-01,457.3,
1970-01-01 00:00:00.000001136,1995-09-01,280.0,
1970-01-01 00:00:00.000001137,1995-10-01,198.3,
1970-01-01 00:00:00.000001138,1995-11-01,182.6,
1970-01-01 00:00:00.000001139,1995-12-01,0.1,
1970-01-01 00:00:00.000001140,1996-01-01,2.8,
1970-01-01 00:00:00.000001141,1996-02-01,9.1,
1970-01-01 00:00:00.000001142,1996-03-01,14.4,
1970-01-01 00:00:00.000001143,1996-04-01,124.3,
1970-01-01 00:00:00.000001144,1996-05-01,74.3,
1970-01-01 00:00:00.000001145,1996-06-01,572.4,
1970-01-01 00:00:00.000001146,1996-07-01,696.0,
1970-01-01 00:00:00.000001147,1996-08-01,327.4,
1970-01-01 00:00:00.000001148,1996-09-01,342.7,
1970-01-01 00:00:00.000001149,1996-10-01,294.1,
1970-01-01 00:00:00.000001150,1996-11-01,89.9,
1970-01-01 00:00:00.000001151,1996-12-01,62.5,
1970-01-01 00:00:00.000001152,1997-01-01,2.1,
1970-01-01 00:00:00.000001153,1997-02-01,1.5,
1970-01-01 00:00:00.000001154,1997-03-01,36.1,
1970-01-01 00:00:00.000001155,1997-04-01,60.6,
1970-01-01 00:00:00.000001156,1997-05-01,133.6,
1970-01-01 00:00:00.000001157,1997-06-01,544.2,
1970-01-01 00:00:00.000001158,1997-07-01,970.5,
1970-01-01 00:00:00.000001159,1997-08-01,536.0,
1970-01-01 00:00:00.000001160,1997-09-01,292.2,
1970-01-01 00:00:00.000001161,1997-10-01,288.9,
1970-01-01 00:00:00.000001162,1997-11-01,298.4,
1970-01-01 00:00:00.000001163,1997-12-01,88.4,
1970-01-01 00:00:00.000001164,1998-01-01,6.0,
1970-01-01 00:00:00.000001165,1998-02-01,2.1,
1970-01-01 00:00:00.000001166,1998-03-01,8.1,
1970-01-01 00:00:00.000001167,1998-04-01,61.1,
1970-01-01 00:00:00.000001168,1998-05-01,151.6,
1970-01-01 00:00:00.000001169,1998-06-01,732.5,
1970-01-01 00:00:00.000001170,1998-07-01,641.4,
1970-01-01 00:00:00.000001171,1998-08-01,371.8,
1970-01-01 00:00:00.000001172,1998-09-01,517.6,
1970-01-01 00:00:00.000001173,1998-10-01,444.8,
1970-01-01 00:00:00.000001174,1998-11-01,135.0,
1970-01-01 00:00:00.000001175,1998-12-01,79.4,
1970-01-01 00:00:00.000001176,1999-01-01,1.8,
1970-01-01 00:00:00.000001177,1999-02-01,23.8,
1970-01-01 00:00:00.000001178,1999-03-01,21.4,
1970-01-01 00:00:00.000001179,1999-04-01,111.6,
1970-01-01 00:00:00.000001180,1999-05-01,453.2,
1970-01-01 00:00:00.000001181,1999-06-01,607.3,
1970-01-01 00:00:00.000001182,1999-07-01,700.4,
1970-01-01 00:00:00.000001183,1999-08-01,266.3,
1970-01-01 00:00:00.000001184,1999-09-01,88.0,
1970-01-01 00:00:00.000001185,1999-10-01,567.9,
1970-01-01 00:00:00.000001186,1999-11-01,68.1,
1970-01-01 00:00:00.000001187,1999-12-01,4.9,
1970-01-01 00:00:00.000001188,2000-01-01,11.7,
1970-01-01 00:00:00.000001189,2000-02-01,57.8,
1970-01-01 00:00:00.000001190,2000-03-01,21.5,
1970-01-01 00:00:00.000001191,2000-04-01,96.3,
1970-01-01 00:00:00.000001192,2000-05-01,124.5,
1970-01-01 00:00:00.000001193,2000-06-01,633.8,
1970-01-01 00:00:00.000001194,2000-07-01,343.2,
1970-01-01 00:00:00.000001195,2000-08-01,566.5,
1970-01-01 00:00:00.000001196,2000-09-01,195.8,
1970-01-01 00:00:00.000001197,2000-10-01,214.2,
1970-01-01 00:00:00.000001198,2000-11-01,78.1,
1970-01-01 00:00:00.000001199,2000-12-01,69.1,
1970-01-01 00:00:00.000001200,2001-01-01,16.5,
1970-01-01 00:00:00.000001201,2001-02-01,28.3,
1970-01-01 00:00:00.000001202,2001-03-01,7.0,
1970-01-01 00:00:00.000001203,2001-04-01,238.0,
1970-01-01 00:00:00.000001204,2001-05-01,238.6,
1970-01-01 00:00:00.000001205,2001-06-01,715.3,
1970-01-01 00:00:00.000001206,2001-07-01,598.5,
1970-01-01 00:00:00.000001207,2001-08-01,361.3,
1970-01-01 00:00:00.000001208,2001-09-01,216.8,
1970-01-01 00:00:00.000001209,2001-10-01,319.6,
1970-01-01 00:00:00.000001210,2001-11-01,181.0,
1970-01-01 00:00:00.000001211,2001-12-01,10.1,
1970-01-01 00:00:00.000001212,2002-01-01,4.7,
1970-01-01 00:00:00.000001213,2002-02-01,8.7,
1970-01-01 00:00:00.000001214,2002-03-01,35.7,
1970-01-01 00:00:00.000001215,2002-04-01,117.3,
1970-01-01 00:00:00.000001216,2002-05-01,330.8,
1970-01-01 00:00:00.000001217,2002-06-01,503.1,
1970-01-01 00:00:00.000001218,2002-07-01,318.7,
1970-01-01 00:00:00.000001219,2002-08-01,438.2,
1970-01-01 00:00:00.000001220,2002-09-01,99.0,
1970-01-01 00:00:00.000001221,2002-10-01,511.7,
1970-01-01 00:00:00.000001222,2002-11-01,137.5,
1970-01-01 00:00:00.000001223,2002-12-01,2.1,
1970-01-01 00:00:00.000001224,2003-01-01,0.7,
1970-01-01 00:00:00.000001225,2003-02-01,50.9,
1970-01-01 00:00:00.000001226,2003-03-01,82.1,
1970-01-01 00:00:00.000001227,2003-04-01,134.4,
1970-01-01 00:00:00.000001228,2003-05-01,91.0,
1970-01-01 00:00:00.000001229,2003-06-01,566.7,
1970-01-01 00:00:00.000001230,2003-07-01,532.0,
1970-01-01 00:00:00.000001231,2003-08-01,350.3,
1970-01-01 00:00:00.000001232,2003-09-01,93.6,
1970-01-01 00:00:00.000001233,2003-10-01,407.0,
1970-01-01 00:00:00.000001234,2003-11-01,76.4,
1970-01-01 00:00:00.000001235,2003-12-01,9.7,
1970-01-01 00:00:00.000001236,2004-01-01,2.4,
1970-01-01 00:00:00.000001237,2004-02-01,8.1,
1970-01-01 00:00:00.000001238,2004-03-01,37.9,
1970-01-01 00:00:00.000001239,2004-04-01,113.2,
1970-01-01 00:00:00.000001240,2004-05-01,610.9,
1970-01-01 00:00:00.000001241,2004-06-01,673.4,
1970-01-01 00:00:00.000001242,2004-07-01,385.4,
1970-01-01 00:00:00.000001243,2004-08-01,417.9,
1970-01-01 00:00:00.000001244,2004-09-01,192.8,
1970-01-01 00:00:00.000001245,2004-10-01,320.6,
1970-01-01 00:00:00.000001246,2004-11-01,120.7,
1970-01-01 00:00:00.000001247,2004-12-01,2.7,
1970-01-01 00:00:00.000001248,2005-01-01,19.8,
1970-01-01 00:00:00.000001249,2005-02-01,7.0,
1970-01-01 00:00:00.000001250,2005-03-01,25.3,
1970-01-01 00:00:00.000001251,2005-04-01,205.9,
1970-01-01 00:00:00.000001252,2005-05-01,134.8,
1970-01-01 00:00:00.000001253,2005-06-01,619.2,
1970-01-01 00:00:00.000001254,2005-07-01,832.7,
1970-01-01 00:00:00.000001255,2005-08-01,291.0,
1970-01-01 00:00:00.000001256,2005-09-01,414.7,
1970-01-01 00:00:00.000001257,2005-10-01,240.1,
1970-01-01 00:00:00.000001258,2005-11-01,184.3,
1970-01-01 00:00:00.000001259,2005-12-01,56.4,
1970-01-01 00:00:00.000001260,2006-01-01,8.1,
1970-01-01 00:00:00.000001261,2006-02-01,0.5,
1970-01-01 00:00:00.000001262,2006-03-01,90.7,
1970-01-01 00:00:00.000001263,2006-04-01,65.3,
1970-01-01 00:00:00.000001264,2006-05-01,521.2,
1970-01-01 00:00:00.000001265,2006-06-01,482.4,
1970-01-01 00:00:00.000001266,2006-07-01,804.0,
1970-01-01 00:00:00.000001267,2006-08-01,432.6,
1970-01-01 00:00:00.000001268,2006-09-01,474.8,
1970-01-01 00:00:00.000001269,2006-10-01,376.4,
1970-01-01 00:00:00.000001270,2006-11-01,162.8,
1970-01-01 00:00:00.000001271,2006-12-01,1.8,
1970-01-01 00:00:00.000001272,2007-01-01,0.5,
1970-01-01 00:00:00.000001273,2007-02-01,5.6,
1970-01-01 00:00:00.000001274,2007-03-01,7.3,
1970-01-01 00:00:00.000001275,2007-04-01,138.5,
1970-01-01 00:00:00.000001276,2007-05-01,192.7,
1970-01-01 00:00:00.000001277,2007-06-01,705.9,
1970-01-01 00:00:00.000001278,2007-07-01,966.3,
1970-01-01 00:00:00.000001279,2007-08-01,489.6,
1970-01-01 00:00:00.000001280,2007-09-01,526.7,
1970-01-01 00:00:00.000001281,2007-10-01,357.2,
1970-01-01 00:00:00.000001282,2007-11-01,87.4,
1970-01-01 00:00:00.000001283,2007-12-01,11.9,
1970-01-01 00:00:00.000001284,2008-01-01,0.8,
1970-01-01 00:00:00.000001285,2008-02-01,30.3,
1970-01-01 00:00:00.000001286,2008-03-01,217.2,
1970-01-01 00:00:00.000001287,2008-04-01,108.4,
1970-01-01 00:00:00.000001288,2008-05-01,81.2,
1970-01-01 00:00:00.000001289,2008-06-01,469.9,
1970-01-01 00:00:00.000001290,2008-07-01,505.1,
1970-01-01 00:00:00.000001291,2008-08-01,349.0,
1970-01-01 00:00:00.000001292,2008-09-01,347.0,
1970-01-01 00:00:00.000001293,2008-10-01,343.4,
1970-01-01 00:00:00.000001294,2008-11-01,55.4,
1970-01-01 00:00:00.000001295,2008-12-01,17.0,
1970-01-01 00:00:00.000001296,2009-01-01,3.3,
1970-01-01 00:00:00.000001297,2009-02-01,1.5,
1970-01-01 00:00:00.000001298,2009-03-01,62.6,
1970-01-01 00:00:00.000001299,2009-04-01,69.0,
1970-01-01 00:00:00.000001300,2009-05-01,191.6,250.53156851778851
1970-01-01 00:00:00.000001301,2009-06-01,438.2,574.471054519477
1970-01-01 00:00:00.000001302,2009-07-01,924.9,665.5087024616749
1970-01-01 00:00:00.000001303,2009-08-01,269.3,396.5186436216957
1970-01-01 00:00:00.000001304,2009-09-01,326.5,371.45301341326734
1970-01-01 00:00:00.000001305,2009-10-01,205.2,333.06451685945467
1970-01-01 00:00:00.000001306,2009-11-01,274.4,95.40077702497298
1970-01-01 00:00:00.000001307,2009-12-01,44.2,27.539974920234425
1970-01-01 00:00:00.000001308,2010-01-01,18.6,-7.4317047619501055
1970-01-01 00:00:00.000001309,2010-02-01,1.0,19.35934977171032
1970-01-01 00:00:00.000001310,2010-03-01,31.4,72.14284992023047
1970-01-01 00:00:00.000001311,2010-04-01,138.9,116.87220426605022
1970-01-01 00:00:00.000001312,2010-05-01,190.6,209.816724928718
1970-01-01 00:00:00.000001313,2010-06-01,667.5,557.9829950203099
1970-01-01 00:00:00.000001314,2010-07-01,629.0,697.3249552753018
1970-01-01 00:00:00.000001315,2010-08-01,356.0,388.7967093224864
1970-01-01 00:00:00.000001316,2010-09-01,275.6,393.9598511668589
1970-01-01 00:00:00.000001317,2010-10-01,441.4,330.78636851634025
1970-01-01 00:00:00.000001318,2010-11-01,335.1,96.64074576491254
1970-01-01 00:00:00.000001319,2010-12-01,46.8,29.861682426067404
1970-01-01 00:00:00.000001320,2011-01-01,20.5,-8.811487255459653
1970-01-01 00:00:00.000001321,2011-02-01,45.7,19.25994723226357
1970-01-01 00:00:00.000001322,2011-03-01,24.1,76.7969240021141
1970-01-01 00:00:00.000001323,2011-04-01,165.2,104.24113837215044
1970-01-01 00:00:00.000001324,2011-05-01,124.2,226.067111724632
1970-01-01 00:00:00.000001325,2011-06-01,788.5,548.5684192134954
1970-01-01 00:00:00.000001326,2011-07-01,536.8,687.1080283861553
1970-01-01 00:00:00.000001327,2011-08-01,492.7,400.7343321086148
1970-01-01 00:00:00.000001328,2011-09-01,391.2,394.9272529625565
1970-01-01 00:00:00.000001329,2011-10-01,227.2,340.47521063435534
1970-01-01 00:00:00.000001330,2011-11-01,169.7,88.15338960255973
1970-01-01 00:00:00.000001331,2011-12-01,49.5,25.045430852180704
1970-01-01 00:00:00.000001332,2012-01-01,7.4,-9.528969455628127
1970-01-01 00:00:00.000001333,2012-02-01,11.0,20.84834103607599
1970-01-01 00:00:00.000001334,2012-03-01,21.0,76.89477998911916
1970-01-01 00:00:00.000001335,2012-04-01,171.1,108.78581367076202
1970-01-01 00:00:00.000001336,2012-05-01,95.3,186.62379056065052
1970-01-01 00:00:00.000001337,2012-06-01,430.3,554.4358441436751
1970-01-01 00:00:00.000001338,2012-07-01,362.6,672.566802426765
1970-01-01 00:00:00.000001339,2012-08-01,501.6,395.0323167075547
1970-01-01 00:00:00.000001340,2012-09-01,241.1,385.8937482771418
1970-01-01 00:00:00.000001341,2012-10-01,187.5,334.1815235468437
1970-01-01 00:00:00.000001342,2012-11-01,112.9,78.697753386415
1970-01-01 00:00:00.000001343,2012-12-01,9.4,26.747525709403504
1970-01-01 00:00:00.000001344,2013-01-01,3.9,-9.573050224116804
1970-01-01 00:00:00.000001345,2013-02-01,40.1,21.94079837173296
1970-01-01 00:00:00.000001346,2013-03-01,49.9,88.15501280147353
1970-01-01 00:00:00.000001347,2013-04-01,49.3,103.33968444798847
1970-01-01 00:00:00.000001348,2013-05-01,119.3,184.15156356845617
1970-01-01 00:00:00.000001349,2013-06-01,1042.7,531.2344273998749
1970-01-01 00:00:00.000001350,2013-07-01,830.2,630.1388831075508
1970-01-01 00:00:00.000001351,2013-08-01,369.7,380.1121970190526
1970-01-01 00:00:00.000001352,2013-09-01,318.6,366.1346957706653
1970-01-01 00:00:00.000001353,2013-10-01,259.9,329.3087924475521
1970-01-01 00:00:00.000001354,2013-11-01,154.9,77.35783666705585
1970-01-01 00:00:00.000001355,2013-12-01,17.0,27.795682041564955
1970-01-01 00:00:00.000001356,2014-01-01,4.6,-10.002520511969912
1970-01-01 00:00:00.000001357,2014-02-01,10.3,20.003711720619645
1970-01-01 00:00:00.000001358,2014-03-01,17.9,71.85545516551258
1970-01-01 00:00:00.000001359,2014-04-01,95.7,101.3219476094317
1970-01-01 00:00:00.000001360,2014-05-01,251.0,197.41156442867677
1970-01-01 00:00:00.000001361,2014-06-01,454.4,536.4826518946819
1970-01-01 00:00:00.000001362,2014-07-01,677.8,643.423467279862
1970-01-01 00:00:00.000001363,2014-08-01,733.9,381.6963175982696
1970-01-01 00:00:00.000001364,2014-09-01,298.8,367.0754107500623
1970-01-01 00:00:00.000001365,2014-10-01,355.5,325.45921073553296
1970-01-01 00:00:00.000001366,2014-11-01,99.5,80.54294159628023
1970-01-01 00:00:00.000001367,2014-12-01,47.2,28.715218804582925
1970-01-01 00:00:00.000001368,2015-01-01,3.1,-11.154310850716715
1970-01-01 00:00:00.000001369,2015-02-01,5.8,21.813512689699976
1970-01-01 00:00:00.000001370,2015-03-01,50.1,72.88724128559109
1970-01-01 00:00:00.000001371,2015-04-01,214.1,104.69700432015678
1970-01-01 00:00:00.000001372,2015-05-01,201.8,191.0883787458504
1970-01-01 00:00:00.000001373,2015-06-01,563.6,529.1691813059471
1970-01-01 00:00:00.000001374,2015-07-01,406.0,639.1065191441287
1970-01-01 00:00:00.000001375,2015-08-01,252.2,377.9179406786466
1970-01-01 00:00:00.000001376,2015-09-01,292.9,365.64376592100894
1970-01-01 00:00:00.000001377,2015-10-01,308.1,322.7944289862288
1970-01-01 00:00:00.000001378,2015-11-01,223.6,79.03349708352688
1970-01-01 00:00:00.000001379,2015-12-01,79.4,28.463607568368285
1970-01-01 00:00:00.000001380,2016-01-01,3.0,-11.25117888415461
1970-01-01 00:00:00.000001381,2016-02-01,16.4,21.72327343068502
1970-01-01 00:00:00.000001382,2016-03-01,22.4,72.80888280485922
1970-01-01 00:00:00.000001383,2016-04-01,33.3,102.5392992646546
1970-01-01 00:00:00.000001384,2016-05-01,258.4,188.63938725231253
1970-01-01 00:00:00.000001385,2016-06-01,595.7,523.3681921372199
1970-01-01 00:00:00.000001386,2016-07-01,441.5,630.3480741226178
1970-01-01 00:00:00.000001387,2016-08-01,231.0,375.067274541962
1970-01-01 00:00:00.000001388,2016-09-01,84.1,361.3179187889057
1970-01-01 00:00:00.000001389,2016-10-01,105.1,320.3668807649584
1970-01-01 00:00:00.000001390,2016-11-01,57.9,76.8282556458301
1970-01-01 00:00:00.000001391,2016-12-01,22.0,27.88800590578248
1970-01-01 00:00:00.000001392,2017-01-01,12.7,-11.267007775504862
1970-01-01 00:00:00.000001393,2017-02-01,0.3,21.755531359252693
1970-01-01 00:00:00.000001394,2017-03-01,87.8,72.44081143281531
1970-01-01 00:00:00.000001395,2017-04-01,52.8,101.77039300988908
1970-01-01 00:00:00.000001396,2017-05-01,213.3,183.00737816948975
1970-01-01 00:00:00.000001397,2017-06-01,579.8,517.917686201054
1970-01-01 00:00:00.000001398,2017-07-01,378.5,620.8300172027585
1970-01-01 00:00:00.000001399,2017-08-01,462.6,370.1833035348658
1970-01-01 00:00:00.000001400,2017-09-01,435.5,355.89624727846376
1970-01-01 00:00:00.000001401,2017-10-01,228.0,316.42532926947075
1970-01-01 00:00:00.000001402,2017-11-01,152.1,75.16225509167444
1970-01-01 00:00:00.000001403,2017-12-01,61.4,27.931480601737004
